S1-1,-308.644 
S1-2,-354.254 
S1-3,-333.307 
S1-4,-289.880 
S1-5,-263.433 
T1-1,237.799 
T1-2,303.598 
T1-3,246.756 
T1-4,160.982 
T1-5,138.141 
T2-1,31.620 
T2-2,27.591 
T2-3,74.509 
T2-4,82.121 
T3-1,236.398 
T3-2,247.929 
T3-3,190.733 
T3-4,151.646 
T3-5,168.435 
T4-1,56.979 
T4-2,74.411 
T4-3,77.957 
T4-4,63.470 
T4-5,49.721 
T5-1,0
T5-2,0
T5-3,0
T5-4,0
T5-5,0
