1,3723,151,0
2,202,-4684,0
3,-5510,-2844,0
4,-5493,3131,0
5,198,5010,0
6,-2501,1362,5920
7,-567,1658,5582
8,321,-136,5427
9,-1073,-1556,5666
10,-2814,-631,5978
11,-1503,189,4741
