S1-1,-247.000
S1-2,-364.244
S1-3,-318.844
S1-4,-306.889
S1-5,-296.344
T1-1,263.499
T1-2,292.011
T1-3,226.631
T1-4,156.432
T1-5,140.786
T2-1,24.113
T2-2,11.594
T2-3,74.159
T2-4,60.701
T3-1,236.504
T3-2,211.218
T3-3,155.979
T3-4,128.604
T3-5,142.737
T4-1,54.685
T4-2,73.525
T4-3,81.571
T4-4,64.544
T4-5,47.065
T5-1,31.213
T5-2,18.786
T5-3,19.464
T5-4,31.148
T5-5,14.083
